서울특별시 종로구 자하문로 99-4 경복빌라 청운효자동,953193.346779,1954097.453223
세종특별자치시 한누리대로 1811,983296.172464,1833330.968984
세종특별자치시 한누리대로 1820,983232.494373,1833387.143468
세종특별자치시 한누리대로 1821,983203.451598,1833323.334451
세종특별자치시 한누리대로 1824,983174.566,1833381.958742
세종특별자치시 한누리대로 1828,983139.279683,1833377.471817
세종특별자치시 한누리대로 1839,983028.21251,1833305.236418
세종특별자치시 한누리대로 1864,982788.931759,1833263.052027
세종특별자치시 한누리대로 1934,982420.13754,1832675.974083
세종특별자치시 한누리대로 1940,982380.539954,1832617.468512
